age,weight,height,max_bpm,avg_bpm,resting_bpm,session_duration,calories_burned,fat_percentage,water_intake,workout_frequency,experience_level,bmi,gender_Female,gender_Male,workout_type_Cardio,workout_type_HIIT,workout_type_Strength,workout_type_Yoga,age_category_0-29,age_category_30-39,age_category_40-49,age_category_50-100,weight_category_100-130,weight_category_40-59,weight_category_60-79,weight_category_80-99,bmi_category_healthy,bmi_category_obesity,bmi_category_overweight,bmi_category_sever obesity,bmi_category_under weight,hrr,intensity,calories_per_min,water_per_session,experience_intensity_ratio
0.9268292682926831,0.5372636262513903,0.41999999999999993,0.5128205128205128,0.7551020408163267,0.41666666666666696,0.7933333333333332,0.6824324324324325,12.6,0.9090909090909091,0.6666666666666666,1.0,0.4765458422174839,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5396825396825395,0.6241931831049712,0.6083319431200231,0.3389830508474576,0.7714855641362514
0.6829268292682928,0.38820912124582874,0.06000000000000005,0.4871794871794872,0.6326530612244898,0.666666666666667,0.5333333333333334,0.39189189189189194,33.9,0.2727272727272728,0.6666666666666666,0.5,0.5245202558635393,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4285714285714284,0.5431670212435475,0.3576034370192176,0.1016949152542373,0.42487234115558925
0.34146341463414637,0.31256952169076735,0.31999999999999984,0.17948717948717974,0.04081632653061229,0.16666666666666696,0.4066666666666667,0.25270270270270273,33.4,0.36363636363636365,0.6666666666666666,0.5,0.33022388059701496,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4285714285714284,0.32596154135221567,0.17969060120121716,0.13559322033898302,0.31158371263991996
0.17073170731707316,0.1468298109010011,0.3999999999999999,0.7692307692307692,0.8979591836734695,0.25,0.06,0.1547297297297297,28.8,0.2727272727272728,0.33333333333333337,0.0,0.1623134328358209,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7619047619047619,0.6207812708623117,0.9285603967947471,0.22033898305084748,0.16189153887689756
0.48780487804878053,0.06785317018909898,0.5800000000000001,0.7179487179487181,0.7755102040816326,0.75,0.09333333333333332,0.17094594594594598,29.2,0.5909090909090909,0.33333333333333337,0.0,0.05517057569296374,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5396825396825395,0.5399728230098515,0.8440068676537524,0.37853107344632764,0.14081776524497708
0.9268292682926831,0.20022246941045596,0.3599999999999999,0.2051282051282053,0.7346938775510203,1.0,0.7266666666666668,0.5493243243243244,15.5,0.5454545454545455,0.9999999999999999,1.0,0.2193496801705757,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12698412698412698,0.7166051891667891,0.41575039854400697,0.11186440677966103,0.8437850482263594
0.43902439024390244,0.3370411568409343,0.43999999999999995,0.3589743589743595,1.0,0.9583333333333335,0.6599999999999999,0.731081081081081,21.3,0.36363636363636365,0.33333333333333337,0.5,0.30490405117270786,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.23809523809523792,0.8294430847229213,1.0000000000000002,0.2655367231638418,0.5741863576558571
0.5365853658536586,0.33036707452725245,0.020000000000000018,0.7435897435897436,0.4285714285714288,0.5833333333333335,0.5133333333333334,0.39999999999999997,30.6,0.18181818181818177,0.33333333333333337,0.5,0.48640724946695096,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6190476190476188,0.3465066243913486,0.42303317737375234,0.1751412429378531,0.32229948409010795
0.2439024390243903,0.9087875417130145,0.8799999999999999,0.6410256410256414,0.14285714285714324,0.08333333333333348,0.35333333333333333,0.2810810810810811,28.9,0.5000000000000001,0.6666666666666666,0.5,0.533582089552239,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.746031746031746,0.271299923458289,0.4059244036028222,0.1864406779661017,0.2830736597317307
0.2439024390243903,0.6874304783092324,0.6800000000000002,0.23076923076923084,0.3265306122448983,0.5833333333333335,0.38666666666666666,0.3412162162162162,29.7,0.5454545454545455,0.33333333333333337,0.0,0.47308102345415776,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3015873015873014,0.4471585486193118,0.5344807354321219,0.35593220338983056,0.11661303095917125
