age,gender,weight,height,max_bpm,avg_bpm,resting_bpm,session_duration,calories_burned,workout_type,fat_percentage,water_intake,workout_frequency,experience_level,bmi,age_category,weight_category,bmi_category,hrr,intensity,cardio_load,weekly_cardio_load,bpm_efficiency,calories_per_min,calories_per_kg,fat_burn_efficiency,weight_height_ratio,bmi_age_interaction,weight_age_ratio,fat_risk_score,water_per_session,water_per_kg,hydration_score,experience_intensity_ratio,experience_load,experience_frequency_score
0.9268292682926831,1.0,0.5372636262513903,0.41999999999999993,0.5128205128205128,0.7551020408163267,0.41666666666666696,0.7933333333333332,0.6824324324324325,1.0,12.6,0.9090909090909091,0.6666666666666666,1.0,0.4765458422174839,1.0,1.0,0.25,0.5396825396825395,0.6241931831049713,0.6587120627912454,0.58033453629847,0.7015078145893494,0.6083319431200229,0.46535972554758526,0.5303322149463316,0.505033926060166,0.5735837795719425,0.13743706108742165,0.34399761734266193,0.3389830508474576,0.37348497626563204,0.09636152184748296,0.7714855641362514,0.6872529745016599,0.7692307692307693
0.6829268292682928,0.0,0.38820912124582874,0.06000000000000005,0.4871794871794872,0.6326530612244898,0.666666666666667,0.5333333333333334,0.39189189189189194,0.3333333333333333,33.9,0.2727272727272728,0.6666666666666666,0.5,0.5245202558635393,0.6666666666666666,0.6666666666666666,0.25,0.4285714285714284,0.5431670212435479,0.43262207822338794,0.3998948509875919,0.4106919145484986,0.3576034370192176,0.34636602697372,0.3737309671441044,0.4586153666796362,0.4827334670667616,0.14563258676195384,0.3459025168180402,0.1016949152542373,0.1934235976789159,0.05457163426925847,0.42487234115558925,0.3061089768631995,0.46153846153846156
0.34146341463414637,0.0,0.31256952169076735,0.31999999999999984,0.17948717948717974,0.04081632653061229,0.16666666666666696,0.4066666666666667,0.25270270270270273,0.0,33.4,0.36363636363636365,0.6666666666666666,0.5,0.33022388059701496,0.3333333333333333,0.6666666666666666,0.0,0.4285714285714284,0.3259615413522158,0.2521311384507085,0.2558472124497946,0.3761805355236808,0.17969060120121694,0.2749944061264584,0.18126747322674558,0.32142500612061664,0.20036804323679108,0.22521756892493588,0.1972801901284978,0.13559322033898302,0.282466619517889,0.09645931028220443,0.31158371263991996,0.19584430317843302,0.46153846153846156
0.17073170731707316,1.0,0.1468298109010011,0.3999999999999999,0.7692307692307692,0.8979591836734695,0.25,0.06,0.1547297297297297,0.6666666666666666,28.8,0.2727272727272728,0.33333333333333337,0.0,0.1623134328358209,0.0,0.3333333333333333,1.0,0.7619047619047619,0.6207812708623118,0.140053737294014,0.11114359523125336,0.10965510321975264,0.9285603967947469,0.2772631528220382,0.6623765000526234,0.1530979305927581,0.06340042109451419,0.2251976672713371,0.0796414906795738,0.22033898305084748,0.37094064949608074,0.3416919866749645,0.16189153887689756,0.04278048432931377,0.07692307692307693
0.48780487804878053,1.0,0.06785317018909898,0.5800000000000001,0.7179487179487181,0.7755102040816326,0.75,0.09333333333333332,0.17094594594594598,0.6666666666666666,29.2,0.5909090909090909,0.33333333333333337,0.0,0.05517057569296374,0.3333333333333333,0.3333333333333333,1.0,0.5396825396825395,0.5399728230098518,0.1426614765211907,0.1127044991112637,0.14145913126336607,0.8440068676537522,0.35685998984510486,0.561829379812208,0.05725806763593072,0.09928049205059769,0.07954270185906577,0.024389214627008562,0.37853107344632764,0.7010032013493491,0.441444684425246,0.14081776524497708,0.043577038204266595,0.07692307692307693
0.9268292682926831,0.0,0.20022246941045596,0.3599999999999999,0.2051282051282053,0.7346938775510203,1.0,0.7266666666666668,0.5493243243243244,0.3333333333333333,15.5,0.5454545454545455,0.9999999999999999,1.0,0.2193496801705757,1.0,0.3333333333333333,0.0,0.12698412698412698,0.7166051891667894,0.6709062182271789,0.7512392797507058,0.5617044825677919,0.41575039854400697,0.6342152406814157,0.5092955709941571,0.20897108335920156,0.3496079179031482,0.0512913319383793,0.11548835090434295,0.11186440677966103,0.4808077102647901,0.031009141910156607,0.8437850482263594,0.6984273683939347,1.0
0.43902439024390244,1.0,0.3370411568409343,0.43999999999999995,0.3589743589743595,1.0,0.9583333333333335,0.6599999999999999,0.731081081081081,0.0,21.3,0.36363636363636365,0.33333333333333337,0.5,0.30490405117270786,0.3333333333333333,0.6666666666666666,0.0,0.23809523809523792,0.8294430847229216,0.6879216754836553,0.43907868227572616,0.6821085989628697,1.0,0.6519791033158052,0.8720590823066139,0.31879537227127774,0.2271589383113115,0.19729997151552398,0.1858318241232555,0.2655367231638418,0.26606062440328915,0.09518379469239778,0.5741863576558571,0.46207540276363557,0.3076923076923077
0.5365853658536586,0.0,0.33036707452725245,0.020000000000000018,0.7435897435897436,0.4285714285714288,0.5833333333333335,0.5133333333333334,0.39999999999999997,0.0,30.6,0.18181818181818177,0.33333333333333337,0.5,0.48640724946695096,0.6666666666666666,0.6666666666666666,0.25,0.6190476190476188,0.3465066243913487,0.3187311613602724,0.2180938154023203,0.46848056685151906,0.42303317737375234,0.3869881409635693,0.27099188427641824,0.41025698602833893,0.3794492614267478,0.1638209675726729,0.3041095970628058,0.1751412429378531,0.1813519671207625,0.08936733880187224,0.32229948409010795,0.2365312750717038,0.3076923076923077
0.2439024390243903,1.0,0.9087875417130145,0.8799999999999999,0.6410256410256414,0.14285714285714324,0.08333333333333348,0.35333333333333333,0.2810810810810811,0.6666666666666666,28.9,0.5000000000000001,0.6666666666666666,0.5,0.533582089552239,0.0,0.0,0.25,0.746031746031746,0.2712999234582891,0.20138266608112737,0.21534546973935326,0.38915685119846755,0.4059244036028222,0.11920682232788411,0.21686635994351205,0.6969675523224371,0.2479484076327525,0.5784008429691533,0.47016403001952456,0.1864406779661017,0.089837870655717,0.13793537293715535,0.2830736597317307,0.16484128578110618,0.46153846153846156
0.2439024390243903,1.0,0.6874304783092324,0.6800000000000002,0.23076923076923084,0.3265306122448983,0.5833333333333335,0.38666666666666666,0.3412162162162162,0.0,29.7,0.5454545454545455,0.33333333333333337,0.0,0.47308102345415776,0.0,0.0,0.25,0.3015873015873014,0.44715854861931204,0.2944169981758637,0.20354018547712355,0.4215012935569459,0.5344807354321217,0.1975840111386229,0.376526392818019,0.5688471548986366,0.22160513271108606,0.4652457267931834,0.37201200870705414,0.35593220338983056,0.16991066033828192,0.21214302855771539,0.11661303095917125,0.08993192199009223,0.07692307692307693
